Protein_ID,Sequence_Length,Molecular_Weight_kDa,Isoelectric_Point,Hydrophobicity,Secondary_Structure,Buffer_Type,Precipitant_Type,Precipitant_Concentration_%,pH,Temperature_C,Crystallization_Method,Crystallized
P00252,741,107.12,8.94,0.689,Alpha,Citrate,Ethanol,28.24,5.9,37,Hanging-drop,0
P00253,162,86.0,9.14,0.409,Mixed,Citrate,PEG 3350,16.96,4.7,25,Vapor diffusion,1
P00254,879,136.02,4.64,0.208,Beta,HEPES,Ethanol,36.64,8.6,37,Free interface diffusion,0
P00255,546,21.09,7.35,0.37,Beta,HEPES,PEG 3350,33.04,8.2,20,Microbatch,0
P00256,491,30.68,8.85,-0.821,Mixed,Citrate,Ethanol,17.52,5.7,25,Vapor diffusion,1
P00257,613,67.16,4.77,-0.175,Mixed,Tris,PEG 3350,39.03,4.2,20,Dialysis,1
P00258,317,23.37,4.6,0.214,Alpha,Phosphate,Ammonium sulfate,31.07,6.3,20,Sitting-drop,0
P00259,559,87.11,8.9,0.735,Alpha,Phosphate,MPD,31.51,4.1,25,Microbatch,0
P00260,856,62.77,8.78,0.429,Beta,HEPES,PEG 3350,38.61,5.6,20,Counter-diffusion,0
P00261,435,46.27,6.69,-0.494,Beta,Citrate,Ethanol,20.07,5.2,25,Hanging-drop,0
P00262,436,29.65,4.66,0.97,Beta,Tris,Ammonium sulfate,6.45,5.3,25,Free interface diffusion,0
P00263,162,53.62,7.1,0.286,Beta,Phosphate,PEG 3350,39.68,7.8,37,Sitting-drop,0
P00264,662,93.15,6.37,0.003,Alpha,Phosphate,Ethanol,37.73,7.9,37,Batch under oil,0
P00265,674,88.49,7.11,0.563,Alpha,Phosphate,MPD,38.82,7.9,4,Batch under oil,0
P00266,130,28.73,6.64,0.205,Beta,Tris,MPD,21.59,8.5,20,Batch under oil,0
P00267,748,23.11,7.41,0.42,Alpha,Tris,Ethanol,10.76,8.4,20,Sitting-drop,0
P00268,162,8.87,8.36,0.234,Alpha,HEPES,PEG 3350,11.85,7.4,25,Hanging-drop,0
P00269,51,6.8,8.65,-0.642,Mixed,HEPES,Ammonium sulfate,21.56,5.2,37,Vapor diffusion,1
P00270,691,132.57,7.89,0.087,Mixed,Citrate,Ethanol,28.64,5.9,20,Free interface diffusion,0
P00271,269,11.54,5.19,-0.434,Beta,Citrate,MPD,21.28,6.3,20,Microbatch,0
P00272,615,111.03,6.38,0.141,Beta,Citrate,Ethanol,18.81,7.9,20,Microbatch,0
P00273,904,131.44,4.43,-0.749,Beta,Citrate,Ethanol,38.72,7.0,20,Counter-diffusion,0
P00274,785,19.22,6.71,-0.536,Beta,Citrate,Ammonium sulfate,27.67,8.1,25,Microbatch,0
P00275,274,68.26,9.82,0.617,Beta,HEPES,Ammonium sulfate,19.26,4.9,25,Counter-diffusion,0
P00276,434,144.53,7.85,-0.189,Alpha,Tris,Ethanol,29.14,5.3,25,Counter-diffusion,0
P00277,452,125.95,4.93,0.348,Mixed,Phosphate,Ethanol,32.71,4.3,4,Sitting-drop,0
P00278,687,76.01,5.61,-0.004,Mixed,Tris,Ammonium sulfate,17.86,7.2,4,Dialysis,1
P00279,179,115.57,4.39,-0.319,Mixed,HEPES,Ammonium sulfate,21.63,9.3,4,Vapor diffusion,1
P00280,102,125.84,5.09,-0.01,Alpha,Phosphate,PEG 3350,27.47,7.0,4,Sitting-drop,1
P00281,733,55.46,6.93,0.627,Alpha,Phosphate,PEG 3350,27.32,5.2,37,Free interface diffusion,0
P00282,779,134.36,6.07,-0.437,Alpha,Tris,PEG 3350,11.14,7.4,4,Batch under oil,0
P00283,721,73.22,5.22,-0.157,Mixed,Phosphate,PEG 3350,22.39,7.7,25,Hanging-drop,1
P00284,759,81.53,4.88,-0.595,Mixed,HEPES,Ethanol,14.07,7.2,4,Dialysis,1
P00285,465,149.96,7.94,-0.298,Mixed,Phosphate,Ethanol,36.98,6.0,4,Sitting-drop,1
P00286,296,127.28,7.35,0.77,Mixed,Tris,PEG 3350,22.38,8.6,20,Hanging-drop,1
P00287,885,57.46,9.06,0.571,Mixed,Tris,Ethanol,31.83,6.7,4,Batch under oil,1
P00288,488,6.5,5.1,-0.253,Alpha,Citrate,Ammonium sulfate,6.54,9.4,25,Hanging-drop,0
P00289,252,95.8,9.09,-0.735,Alpha,HEPES,Ammonium sulfate,18.36,5.3,4,Batch under oil,0
P00290,233,107.07,7.47,-0.16,Mixed,Phosphate,PEG 3350,10.56,5.2,20,Dialysis,0
P00291,172,99.37,5.6,0.543,Alpha,Phosphate,Ethanol,18.75,4.4,25,Sitting-drop,0
P00292,450,145.34,5.64,-0.912,Mixed,Phosphate,Ammonium sulfate,32.83,6.2,37,Sitting-drop,1
P00293,816,130.13,6.34,0.491,Mixed,Tris,Ethanol,37.44,5.4,25,Batch under oil,0
P00294,343,70.08,6.76,0.36,Mixed,HEPES,Ammonium sulfate,37.07,8.6,20,Vapor diffusion,1
P00295,329,14.11,4.5,-0.871,Alpha,Phosphate,Ethanol,9.16,6.9,25,Vapor diffusion,0
P00296,886,74.03,9.05,0.271,Beta,HEPES,Ammonium sulfate,15.55,4.3,25,Hanging-drop,0
P00297,933,104.94,4.73,-0.403,Beta,Phosphate,Ammonium sulfate,28.11,6.0,25,Vapor diffusion,1
P00298,659,93.12,6.9,-0.645,Beta,Citrate,Ammonium sulfate,12.12,7.8,20,Dialysis,0
P00299,247,83.03,6.3,-0.23,Beta,Citrate,PEG 3350,6.8,6.7,4,Microbatch,0
P00300,956,72.98,7.07,-0.589,Beta,Citrate,Ethanol,38.38,5.9,37,Vapor diffusion,0
P00301,560,47.6,9.32,0.649,Alpha,Tris,PEG 3350,16.53,4.9,20,Sitting-drop,1
P00302,801,45.22,9.93,0.484,Mixed,Phosphate,Ethanol,19.7,7.7,25,Sitting-drop,1
P00303,193,77.53,4.12,0.962,Beta,Tris,Ammonium sulfate,14.54,5.0,20,Counter-diffusion,0
P00304,658,28.29,6.36,0.068,Beta,Tris,MPD,16.38,8.8,20,Free interface diffusion,0
P00305,250,54.4,8.91,-0.822,Beta,Tris,PEG 3350,38.74,9.4,4,Hanging-drop,0
P00306,173,51.98,5.96,-0.264,Mixed,Citrate,Ammonium sulfate,11.71,7.0,20,Vapor diffusion,1
P00307,236,90.13,7.89,0.677,Beta,HEPES,PEG 3350,22.32,4.6,4,Free interface diffusion,0
P00308,375,14.67,9.95,-0.206,Alpha,HEPES,MPD,27.33,7.8,4,Dialysis,1
P00309,513,125.3,7.88,-0.089,Mixed,HEPES,Ethanol,12.85,4.7,25,Hanging-drop,0
P00310,398,86.54,4.67,-0.176,Mixed,Phosphate,Ethanol,30.05,9.0,4,Microbatch,0
P00311,820,102.27,9.06,-0.529,Mixed,Tris,MPD,28.89,7.2,20,Counter-diffusion,1
P00312,709,106.95,9.8,-0.854,Mixed,Tris,MPD,38.42,8.4,37,Dialysis,1
P00313,813,47.27,8.28,-0.639,Beta,Phosphate,Ethanol,21.11,7.4,20,Hanging-drop,0
P00314,981,73.2,6.51,-0.272,Beta,Tris,MPD,18.46,6.9,4,Hanging-drop,1
P00315,452,143.66,9.69,-0.509,Alpha,HEPES,Ammonium sulfate,17.64,6.9,4,Vapor diffusion,1
P00316,395,116.17,9.81,0.145,Beta,Tris,PEG 3350,17.75,8.1,20,Free interface diffusion,0
P00317,560,145.59,9.61,0.228,Mixed,Phosphate,PEG 3350,6.32,9.0,20,Microbatch,0
P00318,196,113.21,6.47,0.14,Alpha,Phosphate,PEG 3350,13.27,5.2,25,Microbatch,0
P00319,197,30.46,8.74,-0.83,Beta,HEPES,PEG 3350,9.2,4.6,37,Dialysis,0
P00320,913,14.36,7.93,0.334,Mixed,Tris,PEG 3350,35.82,4.3,4,Sitting-drop,1
P00321,760,88.76,5.08,-0.231,Alpha,Phosphate,PEG 3350,6.97,8.8,37,Free interface diffusion,0
P00322,869,56.88,7.21,0.756,Alpha,Phosphate,Ethanol,17.78,4.7,37,Batch under oil,0
P00323,538,44.94,8.49,0.051,Beta,Phosphate,Ethanol,12.68,7.5,4,Vapor diffusion,0
P00324,978,122.05,9.38,-0.831,Mixed,HEPES,PEG 3350,27.6,5.7,25,Free interface diffusion,1
P00325,985,58.21,9.18,-0.982,Beta,Tris,PEG 3350,16.42,7.1,25,Sitting-drop,1
P00326,689,50.97,4.93,0.405,Alpha,Citrate,MPD,5.58,4.5,25,Counter-diffusion,0
P00327,600,128.25,6.93,-0.199,Mixed,Tris,MPD,36.28,7.2,4,Batch under oil,1
P00328,387,127.71,6.87,-0.424,Alpha,HEPES,MPD,27.28,8.8,4,Batch under oil,0
P00329,921,56.67,9.39,-0.106,Alpha,HEPES,PEG 3350,5.05,5.5,20,Free interface diffusion,0
P00330,690,125.71,4.01,-0.855,Mixed,Phosphate,MPD,28.79,5.8,4,Sitting-drop,1
P00331,828,128.36,8.43,-0.216,Beta,Phosphate,PEG 3350,12.57,5.2,25,Dialysis,0
P00332,522,66.47,7.71,-0.371,Alpha,HEPES,Ethanol,38.73,4.7,20,Batch under oil,0
P00333,995,14.64,9.53,0.6,Mixed,Citrate,Ammonium sulfate,20.57,4.4,4,Hanging-drop,0
P00334,200,5.23,6.74,-0.65,Beta,Citrate,Ethanol,12.81,7.7,4,Counter-diffusion,0
P00335,464,80.88,7.95,0.513,Beta,HEPES,PEG 3350,6.06,5.9,37,Batch under oil,0
P00336,347,54.89,9.84,0.001,Alpha,Phosphate,PEG 3350,7.06,6.5,20,Hanging-drop,0
P00337,660,149.58,8.46,-0.836,Mixed,HEPES,Ethanol,6.98,5.8,37,Microbatch,0
P00338,312,117.0,4.4,0.939,Beta,Phosphate,Ethanol,6.1,8.1,37,Free interface diffusion,0
P00339,813,115.38,5.01,0.468,Mixed,Phosphate,MPD,24.2,7.8,37,Counter-diffusion,1
P00340,193,143.51,8.93,-0.48,Beta,HEPES,MPD,34.63,7.7,20,Free interface diffusion,0
P00341,395,133.72,6.01,0.164,Mixed,Tris,Ammonium sulfate,17.11,8.2,25,Free interface diffusion,1
P00342,673,51.14,8.24,0.8,Mixed,HEPES,MPD,17.21,7.2,4,Hanging-drop,1
P00343,621,29.07,8.2,0.862,Mixed,Tris,MPD,8.64,4.5,25,Hanging-drop,0
P00344,930,113.15,9.96,0.462,Alpha,Citrate,MPD,5.04,6.3,37,Batch under oil,0
P00345,51,59.85,6.82,0.455,Beta,Phosphate,Ammonium sulfate,38.31,5.7,37,Hanging-drop,0
P00346,946,73.61,8.43,-0.445,Beta,Citrate,MPD,21.02,5.9,4,Microbatch,0
P00347,353,96.41,4.29,0.98,Alpha,Phosphate,MPD,30.81,5.1,4,Sitting-drop,0
P00348,303,136.64,6.78,-0.513,Beta,Phosphate,Ethanol,35.39,4.9,20,Sitting-drop,0
P00349,701,65.77,5.12,-0.821,Beta,HEPES,Ethanol,8.92,6.6,4,Free interface diffusion,0
P00350,502,118.58,9.04,0.955,Alpha,Phosphate,MPD,14.19,9.3,37,Sitting-drop,0
P00351,86,43.91,9.04,-0.694,Alpha,Citrate,Ethanol,22.57,4.1,4,Counter-diffusion,0
P00352,209,106.21,5.42,0.043,Alpha,Phosphate,PEG 3350,15.41,5.6,25,Sitting-drop,0
P00353,58,5.23,5.91,-0.064,Mixed,Tris,Ethanol,6.86,9.3,37,Hanging-drop,0
P00354,282,131.37,8.21,0.696,Alpha,Tris,Ammonium sulfate,36.25,6.0,4,Hanging-drop,0
P00355,148,9.41,8.43,-0.207,Mixed,HEPES,MPD,13.74,7.6,37,Sitting-drop,1
P00356,708,108.35,7.95,0.004,Beta,HEPES,PEG 3350,7.55,5.5,37,Vapor diffusion,0
P00357,865,11.71,9.98,-0.913,Alpha,Phosphate,Ethanol,19.78,7.0,37,Counter-diffusion,0
P00358,257,43.61,9.21,-0.584,Alpha,Citrate,PEG 3350,33.15,5.0,20,Sitting-drop,0
P00359,180,77.09,6.5,0.666,Alpha,HEPES,PEG 3350,10.9,7.0,25,Free interface diffusion,0
P00360,453,65.89,5.96,-0.043,Alpha,HEPES,MPD,20.29,6.6,4,Microbatch,1
P00361,201,32.82,7.58,-0.538,Beta,HEPES,PEG 3350,11.49,8.6,4,Hanging-drop,0
P00362,103,53.4,8.91,-0.262,Mixed,Tris,Ammonium sulfate,33.63,8.4,37,Hanging-drop,0
P00363,169,110.52,6.85,-0.43,Beta,Citrate,PEG 3350,23.3,5.0,4,Vapor diffusion,0
P00364,722,102.04,8.43,0.112,Mixed,HEPES,MPD,25.24,9.2,37,Free interface diffusion,1
P00365,969,15.41,4.11,-0.897,Beta,Phosphate,Ammonium sulfate,31.16,6.1,25,Hanging-drop,0
P00366,677,113.36,9.56,-0.55,Beta,HEPES,Ammonium sulfate,37.89,4.3,37,Microbatch,0
P00367,636,12.69,8.64,-0.29,Beta,HEPES,Ammonium sulfate,8.7,4.4,25,Free interface diffusion,0
P00368,674,83.72,6.37,0.856,Alpha,Tris,Ammonium sulfate,34.59,6.3,20,Dialysis,1
P00369,469,42.71,6.3,0.247,Alpha,Tris,PEG 3350,21.6,8.9,37,Batch under oil,0
P00370,471,90.22,4.62,0.009,Mixed,HEPES,Ethanol,27.42,4.9,4,Hanging-drop,1
P00371,153,42.89,8.9,-0.618,Beta,Citrate,Ethanol,34.85,6.6,20,Sitting-drop,0
P00372,901,147.82,8.61,0.116,Alpha,Tris,Ethanol,16.43,7.0,4,Sitting-drop,1
P00373,303,49.91,7.78,0.858,Beta,HEPES,Ethanol,35.43,8.9,4,Vapor diffusion,0
P00374,276,40.08,4.61,0.133,Beta,Citrate,Ethanol,27.1,4.1,4,Free interface diffusion,0
P00375,161,45.38,5.57,-0.67,Mixed,HEPES,MPD,14.77,8.9,4,Sitting-drop,1
P00376,559,134.99,6.75,0.994,Mixed,Citrate,Ethanol,37.19,5.5,4,Dialysis,0
P00377,522,97.25,5.6,-0.002,Beta,Phosphate,MPD,7.02,8.8,20,Dialysis,0
P00378,148,110.95,6.6,-0.361,Beta,Tris,Ethanol,25.67,6.3,25,Vapor diffusion,1
P00379,202,138.11,5.36,0.007,Beta,Phosphate,Ethanol,5.59,5.8,37,Dialysis,0
P00380,910,137.22,6.1,-0.473,Mixed,Citrate,Ammonium sulfate,7.86,9.4,20,Counter-diffusion,0
P00381,963,112.15,7.91,-0.939,Mixed,Tris,PEG 3350,8.51,8.3,20,Counter-diffusion,0
P00382,945,33.68,9.35,0.779,Alpha,Tris,Ammonium sulfate,36.3,6.7,20,Dialysis,1
P00383,927,127.29,6.31,-0.142,Mixed,Phosphate,Ethanol,24.55,6.1,20,Free interface diffusion,1
P00384,387,34.55,8.15,0.506,Beta,Citrate,MPD,14.1,5.8,37,Counter-diffusion,0
P00385,755,112.72,4.81,0.943,Beta,Tris,Ethanol,18.67,7.8,4,Microbatch,1
P00386,871,104.41,7.24,0.265,Mixed,Citrate,Ethanol,34.33,6.3,25,Vapor diffusion,1
P00387,212,115.04,9.53,0.383,Alpha,Citrate,PEG 3350,24.95,7.6,4,Counter-diffusion,0
P00388,769,82.24,4.17,0.886,Mixed,Tris,Ammonium sulfate,6.11,6.3,4,Batch under oil,1
P00389,730,97.62,5.61,0.033,Mixed,Tris,PEG 3350,35.49,6.0,37,Free interface diffusion,1
P00390,210,143.23,4.79,-0.36,Beta,Tris,Ammonium sulfate,23.85,5.8,25,Batch under oil,0
P00391,629,19.66,7.2,0.843,Beta,Phosphate,Ammonium sulfate,11.87,9.1,4,Counter-diffusion,0
P00392,850,49.78,8.08,-0.862,Alpha,Tris,Ethanol,30.03,8.2,20,Hanging-drop,0
P00393,447,93.65,4.35,-0.571,Beta,Tris,Ammonium sulfate,23.69,7.6,4,Sitting-drop,1
P00394,326,144.79,4.42,-0.317,Alpha,HEPES,Ammonium sulfate,11.63,7.7,20,Dialysis,1
P00395,865,18.86,9.22,0.564,Mixed,HEPES,PEG 3350,27.75,5.0,25,Hanging-drop,1
P00396,965,8.27,6.74,0.808,Alpha,Phosphate,Ammonium sulfate,27.45,9.1,20,Vapor diffusion,0
P00397,553,13.08,6.78,-0.096,Mixed,Phosphate,PEG 3350,38.42,4.6,4,Hanging-drop,0
P00398,945,12.6,9.67,-0.428,Mixed,HEPES,Ammonium sulfate,14.25,5.2,37,Microbatch,0
P00399,441,136.63,5.92,-0.294,Beta,Phosphate,PEG 3350,24.19,4.1,4,Counter-diffusion,0
P00400,184,109.58,9.38,0.313,Mixed,HEPES,Ethanol,16.24,6.0,20,Free interface diffusion,1
P00401,244,103.18,9.85,-0.684,Mixed,HEPES,Ammonium sulfate,15.44,5.7,25,Sitting-drop,1
P00402,450,80.77,5.45,0.095,Alpha,Citrate,PEG 3350,22.7,8.6,37,Counter-diffusion,0
P00403,689,118.38,7.08,0.177,Beta,Phosphate,PEG 3350,30.02,7.7,4,Batch under oil,0
P00404,82,27.57,7.21,0.416,Beta,Tris,Ethanol,26.17,8.4,25,Dialysis,1
P00405,737,61.83,9.2,0.208,Beta,HEPES,Ethanol,9.11,4.8,4,Dialysis,0
P00406,509,76.05,5.82,-0.806,Mixed,Citrate,PEG 3350,37.28,7.1,37,Counter-diffusion,0
P00407,932,21.01,8.79,0.378,Mixed,Citrate,PEG 3350,29.81,6.7,4,Microbatch,1
P00408,519,65.83,9.83,-0.957,Alpha,HEPES,PEG 3350,25.28,6.3,25,Microbatch,1
P00409,424,50.89,9.04,-0.219,Beta,Phosphate,Ammonium sulfate,10.05,9.5,37,Dialysis,0
P00410,71,10.16,9.45,-0.166,Beta,HEPES,Ammonium sulfate,9.72,6.5,25,Batch under oil,0
P00411,799,24.83,8.25,-0.767,Mixed,Phosphate,PEG 3350,15.27,4.6,25,Counter-diffusion,0
P00412,719,115.79,9.42,-0.98,Alpha,HEPES,Ethanol,37.31,4.2,37,Counter-diffusion,0
P00413,87,7.62,4.99,-0.858,Mixed,HEPES,Ethanol,10.14,8.4,37,Vapor diffusion,1
P00414,279,140.47,8.27,-0.107,Beta,Citrate,MPD,27.91,4.1,37,Dialysis,0
P00415,414,17.53,8.39,-0.519,Mixed,Tris,MPD,27.57,9.0,37,Dialysis,1
P00416,612,120.89,6.64,-0.862,Alpha,Tris,Ethanol,8.22,5.1,37,Microbatch,0
P00417,487,135.3,4.48,-0.487,Alpha,Citrate,Ammonium sulfate,29.76,8.8,4,Counter-diffusion,0
P00418,825,141.46,7.73,0.058,Mixed,Phosphate,Ethanol,21.67,8.4,4,Hanging-drop,0
P00419,332,130.78,4.31,0.484,Beta,HEPES,Ethanol,22.53,5.2,4,Hanging-drop,0
P00420,76,46.69,6.29,-0.176,Mixed,Phosphate,PEG 3350,5.19,8.6,20,Counter-diffusion,0
P00421,275,53.3,6.36,0.226,Mixed,Tris,Ethanol,36.39,5.8,4,Free interface diffusion,0
P00422,326,66.85,9.99,0.194,Alpha,Phosphate,MPD,26.36,5.1,20,Sitting-drop,0
P00423,847,25.2,5.8,0.793,Mixed,HEPES,Ammonium sulfate,26.16,5.2,4,Counter-diffusion,1
P00424,658,8.23,8.92,-0.641,Alpha,Tris,MPD,18.62,8.8,20,Hanging-drop,0
P00425,333,131.02,4.32,-0.047,Alpha,Phosphate,Ammonium sulfate,29.56,4.1,4,Batch under oil,0
P00426,928,85.35,7.18,0.264,Mixed,Phosphate,MPD,34.16,8.1,20,Counter-diffusion,0
P00427,530,93.26,7.22,0.039,Alpha,Phosphate,PEG 3350,22.33,8.4,20,Batch under oil,0
P00428,502,139.41,7.77,-0.099,Mixed,Tris,PEG 3350,24.08,6.0,37,Dialysis,1
P00429,878,101.44,8.86,0.947,Beta,Tris,Ammonium sulfate,12.29,7.9,37,Vapor diffusion,1
P00430,865,105.17,8.57,0.884,Beta,Phosphate,PEG 3350,17.36,9.0,4,Microbatch,0
P00431,708,119.11,8.57,0.223,Alpha,Citrate,Ammonium sulfate,21.39,7.0,25,Dialysis,1
P00432,565,21.87,6.59,-0.121,Beta,HEPES,Ethanol,28.14,7.6,4,Dialysis,1
P00433,596,57.22,8.36,0.511,Beta,Tris,Ammonium sulfate,37.61,7.9,25,Batch under oil,0
P00434,241,145.39,6.95,0.026,Mixed,Tris,MPD,9.8,9.3,25,Dialysis,1
P00435,98,138.82,4.4,0.991,Mixed,Tris,Ammonium sulfate,23.52,6.3,20,Sitting-drop,1
P00436,561,133.19,9.34,0.372,Beta,HEPES,Ethanol,26.38,7.1,25,Batch under oil,1
P00437,66,70.55,9.34,-0.864,Beta,Tris,Ethanol,33.89,6.6,37,Vapor diffusion,1
P00438,221,129.29,5.94,-0.196,Mixed,Citrate,Ethanol,34.53,5.7,4,Sitting-drop,0
P00439,269,12.02,9.48,0.461,Mixed,Tris,PEG 3350,28.12,9.2,20,Batch under oil,1
P00440,207,26.54,8.55,0.685,Beta,Tris,PEG 3350,11.81,6.7,20,Microbatch,0
P00441,526,65.03,6.4,0.627,Alpha,Citrate,MPD,32.29,9.1,37,Counter-diffusion,0
P00442,95,75.09,5.99,0.954,Mixed,HEPES,PEG 3350,25.25,9.5,20,Batch under oil,1
P00443,422,43.21,9.85,-0.022,Mixed,HEPES,Ammonium sulfate,38.65,8.7,4,Sitting-drop,1
P00444,567,56.69,8.28,-0.72,Beta,Tris,Ethanol,38.36,4.9,4,Dialysis,0
P00445,148,28.6,6.27,0.304,Beta,HEPES,PEG 3350,24.31,4.2,37,Sitting-drop,1
P00446,941,75.92,7.85,-0.859,Alpha,Citrate,PEG 3350,38.02,7.0,37,Microbatch,0
P00447,794,120.11,7.43,0.947,Mixed,HEPES,MPD,5.9,7.0,20,Sitting-drop,1
P00448,86,100.9,7.15,0.517,Beta,Tris,PEG 3350,37.04,7.3,25,Counter-diffusion,0
P00449,329,20.63,7.87,0.964,Beta,Citrate,PEG 3350,38.76,4.3,25,Hanging-drop,0
P00450,398,75.7,7.23,-0.245,Alpha,Tris,Ethanol,39.27,5.6,25,Microbatch,0
P00451,546,106.16,7.93,-0.968,Alpha,Citrate,MPD,32.23,6.7,37,Dialysis,0
P00452,351,81.83,9.45,0.043,Mixed,Citrate,Ethanol,11.32,6.8,20,Hanging-drop,0
P00453,230,61.79,9.96,-0.758,Beta,Tris,PEG 3350,39.11,9.2,4,Dialysis,0
P00454,656,95.18,8.26,0.359,Beta,Tris,Ammonium sulfate,19.98,9.3,4,Free interface diffusion,0
P00455,148,145.45,9.57,-0.005,Mixed,HEPES,Ethanol,21.49,8.9,37,Counter-diffusion,1
P00456,749,18.76,9.15,0.507,Alpha,Phosphate,Ammonium sulfate,5.53,5.4,25,Vapor diffusion,0
P00457,165,61.55,5.77,-0.418,Mixed,HEPES,Ammonium sulfate,17.02,7.5,25,Batch under oil,1
P00458,240,63.96,9.6,0.658,Mixed,Tris,Ethanol,14.0,5.5,25,Microbatch,0
P00459,302,88.66,4.42,0.302,Mixed,Tris,MPD,20.74,9.2,25,Sitting-drop,1
P00460,977,27.07,5.98,0.975,Alpha,HEPES,Ammonium sulfate,14.42,6.8,37,Free interface diffusion,0
P00461,210,30.61,7.84,-0.643,Alpha,Phosphate,Ethanol,20.65,8.6,4,Dialysis,0
P00462,305,46.38,7.16,-0.898,Beta,Phosphate,PEG 3350,10.16,6.2,4,Batch under oil,0
P00463,372,143.6,7.25,0.702,Beta,Tris,Ethanol,38.32,6.1,4,Free interface diffusion,0
P00464,177,111.45,8.77,-0.323,Mixed,Phosphate,PEG 3350,28.24,4.2,37,Batch under oil,0
P00465,67,100.95,5.17,-0.138,Beta,Citrate,MPD,39.6,6.5,20,Dialysis,0
P00466,842,123.46,9.89,0.851,Alpha,HEPES,Ammonium sulfate,5.17,7.5,4,Free interface diffusion,0
P00467,784,23.5,6.62,-0.119,Beta,Phosphate,MPD,34.25,4.7,25,Hanging-drop,0
P00468,615,129.6,9.7,-0.404,Beta,Phosphate,MPD,7.95,5.0,37,Hanging-drop,0
P00469,619,91.25,6.3,-0.881,Alpha,HEPES,Ammonium sulfate,32.08,9.3,4,Microbatch,0
P00470,372,53.62,7.61,-0.114,Beta,Citrate,PEG 3350,37.29,8.0,25,Microbatch,0
P00471,921,123.3,6.7,0.31,Alpha,Phosphate,Ethanol,9.92,9.0,4,Hanging-drop,0
P00472,735,121.37,8.06,-0.462,Beta,Citrate,PEG 3350,38.47,6.6,25,Free interface diffusion,0
P00473,841,127.63,5.1,0.436,Beta,Tris,Ammonium sulfate,20.27,5.0,4,Counter-diffusion,0
P00474,675,21.75,6.4,-0.043,Mixed,Tris,PEG 3350,17.05,4.9,25,Vapor diffusion,1
P00475,337,145.56,4.41,0.716,Beta,Citrate,PEG 3350,32.85,7.0,20,Microbatch,0
P00476,992,144.15,7.59,-0.677,Mixed,Citrate,PEG 3350,34.86,7.9,37,Microbatch,0
P00477,903,56.83,9.78,0.514,Beta,HEPES,Ammonium sulfate,34.28,9.0,20,Hanging-drop,0
P00478,712,14.55,4.28,0.865,Mixed,HEPES,MPD,26.84,6.2,20,Batch under oil,1
P00479,688,29.22,7.96,0.483,Beta,HEPES,Ethanol,15.37,5.8,37,Free interface diffusion,0
P00480,204,148.96,8.65,-0.188,Alpha,Phosphate,MPD,14.68,9.1,4,Microbatch,0
P00481,539,86.64,5.28,-0.539,Beta,Tris,Ethanol,13.0,6.5,25,Hanging-drop,0
P00482,435,56.71,5.64,-0.803,Alpha,HEPES,Ammonium sulfate,10.13,6.9,4,Free interface diffusion,0
P00483,834,46.79,5.21,0.285,Alpha,Phosphate,Ammonium sulfate,18.74,6.5,4,Counter-diffusion,0
P00484,153,42.26,5.78,-0.714,Mixed,Phosphate,PEG 3350,34.96,8.2,4,Counter-diffusion,0
P00485,978,101.3,4.66,0.677,Alpha,Citrate,Ethanol,39.87,4.4,37,Sitting-drop,0
P00486,442,65.81,6.22,0.921,Alpha,HEPES,MPD,29.28,8.6,4,Sitting-drop,1
P00487,860,144.98,6.21,-0.728,Mixed,Citrate,Ethanol,10.47,6.2,4,Sitting-drop,1
P00488,295,104.16,8.84,-0.248,Beta,Citrate,Ethanol,28.57,9.3,37,Dialysis,0
P00489,225,119.85,8.81,0.875,Beta,Phosphate,Ammonium sulfate,14.64,5.7,20,Counter-diffusion,0
P00490,88,47.45,8.78,-0.059,Alpha,Tris,Ethanol,30.12,6.6,25,Counter-diffusion,0
P00491,526,16.48,7.4,0.071,Mixed,Phosphate,PEG 3350,13.27,6.3,37,Vapor diffusion,1
P00492,731,75.73,5.96,0.495,Beta,Phosphate,MPD,10.74,8.4,25,Batch under oil,0
P00493,808,50.61,6.47,-0.579,Mixed,Phosphate,Ethanol,27.21,7.7,20,Hanging-drop,1
P00494,587,34.3,5.91,0.958,Mixed,Tris,Ethanol,28.98,7.6,25,Counter-diffusion,1
P00495,916,143.13,7.49,0.562,Alpha,HEPES,PEG 3350,11.47,7.9,25,Batch under oil,0
P00496,867,69.38,9.63,-0.677,Mixed,Phosphate,MPD,22.92,9.3,37,Hanging-drop,0
P00497,970,30.33,5.71,-0.778,Alpha,Phosphate,MPD,35.82,6.6,4,Free interface diffusion,0
P00498,457,33.8,6.75,0.87,Mixed,HEPES,PEG 3350,28.97,7.6,4,Vapor diffusion,1
P00499,574,45.7,7.93,0.37,Alpha,HEPES,Ammonium sulfate,28.66,7.8,4,Dialysis,1
P00500,877,149.9,9.07,-0.923,Beta,Phosphate,MPD,30.32,8.7,4,Sitting-drop,0
P00501,555,43.86,5.52,-0.716,Mixed,Tris,Ammonium sulfate,17.25,5.6,20,Microbatch,1
P00502,952,52.68,5.68,-0.904,Alpha,Citrate,PEG 3350,12.21,8.4,37,Dialysis,0
P00503,874,100.6,9.31,0.948,Beta,Citrate,Ethanol,30.67,6.7,37,Hanging-drop,0
P00504,85,47.62,4.48,-0.004,Alpha,Phosphate,Ethanol,33.42,4.1,4,Sitting-drop,0
